"Tektronix MDO34, version v1.4.26, serial number C017180"
"Bus Definition: SPI"
 Time, MOSI, MISO
9.968408e-04, 03 75 C6 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 15 E1 C7 91 45 89 04 D8 65 B2 22 DC 9D 9B 89 06 64 1B F8 EF 1A 4D E5 27 F6 84 36 7A DB 27 53 01 A0 DD 01 85 83 75 09 8F C1 13 4A 92 5D 8B D2 51 DF 96 6A 3A 9E 2D 74 E0 99 48 9E 34 80 AD 12 F1  
1.018742e-03, 03 75 C6 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF F6 D3 FD 57 F4 18 5B 82 5D 0D A1 3D 51 2B 41 0F 34 66 AB 5D C0 BF 56 0E 65 75 F3 E4 EC F1 9C 84 88 38 60 44 1D 50 56 92 A0 A8 3D AC C1 69 F2 76 83 B3 E8 42 FF 29 2F CF 4F C4 1F F8 CF 37 F9 DB  
1.040642e-03, 03 75 C7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 3B 60 23 9D B0 5C CF 4A 78 0F 4F 29 6F 31 50 A8 5A 42 68 0F BE 9E 5A 2A 03 7F 9E AC 12 D1 F4 E2 57 A3 C4 DA 78 80 E2 A4 48 D2 A4 98 92 15 E0 95 39 80 CE 88 80 A4 4C E0 87 9A B8 FB 83 92 48 25  
1.062543e-03, 03 75 C7 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 65 90 4A 5D C8 0F FC EF 91 7D E5 DB 54 DF EF 33 90 18 15 60 B4 10 6E C8 F7 01 08 04 24 D1 17 BD 4B 9E 2A BC BB 5B 13 B3 FA E8 4D 05 53 65 E9 F1 AA 0C C1 5F 32 C9 49 9A E8 4D 26 51 F0 4A 75 C0  
1.084444e-03, 03 75 C7 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 01 73 36 C9 A5 2F 38 02 A3 03 B4 30 C4 53 49 67 B4 5C CD B7 57 2B 34 25 19 90 A2 51 25 08 FE 12 89 E6 F6 6D 2A 57 D3 E6 E7 AC 0E B0 10 08 D0 C4 F8 98 9C F4 7D 3B 30 45 46 80 F0 4E F4 04 14 99  
1.106345e-03, 03 75 C7 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D0 97 3D 1D A9 7B F1 34 84 22 F8 9F 91 42 D2 50 97 FA 7F 12 31 1D 09 2C 6A 26 20 50 ED BF BF 06 91 06 71 A4 72 05 4F 76 17 41 85 C4 3F E3 A4 18 83 E4 D5 D4 22 F8 BF 26 81 D8 B5 95 D2 E5 3C 95  
1.128246e-03, 03 75 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF FB 01 CA 69 A0 46 07 44 D6 5E 7D 71 C6 DC 28 9D E5 92 DD 07 0E 2A C9 83 A3 6F 87 BA 16 DE 07 CB E0 FF 59 FA 73 52 11 92 BA 97 36 D2 01 A5 AA 45 5D 36 90 14 2B 89 22 08 9D 7D 93 F8 7F 71 20 FF  
1.150146e-03, 03 75 C8 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 65 47 7C EF 14 10 AB 93 43 19 1E 3E AB FA C2 DB 4D 86 B5 8C F4 92 E0 7F 11 47 92 48 87 3F 5D 28 24 01 5C F1 67 39 03 CE 7A 14 E4 7F 91 05 1F 4A 03 62 A2 7B A1 42 00 00 5F B2 45 7B B0 AC D8 4F  
1.172047e-03, 03 75 C8 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF A0 9C C1 BC 14 3B 10 B9 4D 13 E6 4A 77 39 58 1E 24 34 C1 FF 62 10 B9 4B FF 23 39 59 00 43 10 94 91 A2 5B 26 82 E2 3F 21 79 FF FC D1 02 85 81 3B 17 D3 EB D3 F0 B8 A4 51 FD 68 5A 0C 7A 80 C9 E5  
1.193948e-03, 03 75 C8 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF DE C1 2C 0C F7 A4 26 C9 E9 AE 27 F8 14 D5 B6 38 5A 2D 63 4D 00 10 C0 8E AA 38 B4 06 4F 44 48 D4 A0 A4 11 BA FD 6A A4 67 62 80 A7 4A C6 55 2D 46 CF 64 49 08 98 3D F0 35 FF C6 84 F1 20 52 53 F0  
1.215849e-03, 03 75 C9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF F7 4C DE 15 F2 49 E4 2F 42 5B 01 C6 01 61 8A 5A 8A 55 24 21 F3 19 B0 1F A9 E1 EB EA BC 47 40 E0 09 D1 8A A7 55 FD 7B 2E 48 84 E5 21 51 05 FF 37 86 D9 5C BA 84 CE 97 6A B0 01 08 B8 42 15 BC D0  
1.237750e-03, 03 75 C9 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D7 A9 26 20 D4 0F 05 CF 8C B2 F9 75 AB EC 82 14 20 29 75 0B 82 7D 21 A8 0D F3 26 6F A5 82 FF FD B6 D2 49 75 AE 93 48 0A 30 8A 0E D0 AA E8 DB 17 17 46 1F 10 DC 57 67 21 09 06 1A 0D BD F9 5D 07  
1.259650e-03, 03 75 C9 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E0 F9 D2 60 EE 10 51 E4 76 08 B6 E2 95 50 25 56 FF 2B 4F EC 52 AB 2D F8 D5 AB 53 71 49 03 5A 6C 73 39 81 0B 5B 05 54 3F 87 7D 2C 31 E3 E3 7F A1 8E 4E D1 01 6D 55 CF 9F 30 05 7B FD 5C 45 B1 6A  
1.281551e-03, 03 75 C9 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 0F 9A FC 4A EA AC E0 16 31 0D BF 88 4B 2F F8 9F 8E CB 15 20 05 2C B4 FB 17 F8 E6 73 09 6A 77 59 85 45 98 6D 80 BF 46 EE D3 FD EE D1 24 16 51 FD 78 2D C8 10 B0 86 C5 99 C3 A5 2E AF 3F 59 09 CB  
1.303451e-03, 03 75 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF A9 FD 2E F8 B4 9A 53 76 A4 E9 00 3B DF EB A7 88 CA 0E 47 01 63 90 B6 B7 63 48 C6 0A AC CD 43 6F 09 E1 EE 2C 59 F7 90 01 B0 D2 6E 23 0C FE FF 98 CC 4E EA 5D 01 0C 23 53 A9 3C 01 0E 3B 31 61 56  
1.325353e-03, 03 75 CA 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4E FB 28 E0 62 92 3C AB 41 10 93 15 B7 37 13 31 00 CF 2C 98 81 31 53 00 00 35 00 00 42 46 C4 1B 79 82 DD FE 7D 06 FF 46 E8 08 25 5F 87 81 1B 08 09 34 FD 4E FF 01 97 24 B8 21 A6 CA DE 08 D9 A4  
1.347254e-03, 03 75 CA 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 18 A0 03 12 64 CB BD 8E FA DF DE D3 00 30 30 0F 07 C6 55 02 68 51 B6 50 8D 83 8B 84 B1 34 F8 EF 10 28 2B 69 98 D9 4B A9 84 6B 30 92 5C 79 82 6B 57 43 56 A6 00 03 18 20 48 11 9D 00 9D 13 FD 9D  
1.369154e-03, 03 75 CA C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E0 8A 05 45 9A 33 6F 65 06 AD 11 3A 6A F0 4F 96 96 06 F0 88 04 C4 66 02 56 62 44 9F 70 57 2D E3 60 55 FA 9F 2F FD A7 6D C6 48 B9 38 AC AA 64 70 99 90 0C E2 7F FF 5D A2 AE 3C 69 83 22 F1 04 4E  
1.391055e-03, 03 75 CB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 46 66 49 40 75 9F 25 20 36 C3 7F 57 3F 33 12 03 CE 94 DD EA E2 7E 91 14 93 48 2D C6 FF B7 B0 6C 52 D2 88 83 32 87 0D D0 92 52 66 F5 08 88 66 84 90 7C 35 9B AA 07 63 90 03 05 9A 91 39 70 B1 F7  
1.412956e-03, 03 75 CB 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 41 01 F5 15 44 92 06 09 C0 0E FE EB 9C 09 70 B8 72 45 CC 12 43 29 F0 7A 64 01 47 57 D7 FC AF 99 66 E0 0F 7C B5 B8 E7 A1 33 94 2E C0 59 37 51 41 BC 81 2C 94 85 07 0A 65 FB 24 90 88 17 B0 07 FF  
1.435174e-03, 03 75 CB 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 49 91 CF 3F 4B E0 B5 45 04 D3 BB 4A 88 64 82 C9 D6 8D CD 58 75 D7 01 35 D6 BA 78 9C 24 68 E6 2B 0B A5 DB A2 40 D1 2B 20 6C EA 7E A6 9E F0 FF 62 A3 DC 28 49 54 0A 10 DD 02 B2 26 B9 11 4C 91 47  
1.457074e-03, 03 75 CB C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 0D 11 41 08 2A AA F9 00 D4 17 29 8A F6 16 33 14 B2 0B 4A E4 0E 04 88 AD 9F 69 CC 7D 09 5B 8A F0 D2 89 DD 57 29 40 99 3C DA D4 6E 44 C7 86 1B 52 28 91 77 99 CC 2A 1A 16 8C B7 32 A0 5F 95 43 A0  
1.479301e-03, 03 75 CC 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D2 25 3D C2 43 62 2F 48 80 32 B5 8B 2A 78 45 52 BF 7D 6B DE FD 1B 0B B4 5D B2 96 9B B0 40 89 28 81 12 DF 91 03 45 2F 92 F0 97 EA 88 6E 88 62 7D 45 01 D3 DB 91 9C 44 2F 16 50 96 EA EC AE 1C 91  
1.501202e-03, 03 75 CC 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4C 82 7E 82 03 00 30 60 22 AF 50 05 92 48 22 89 3B 3A C6 82 13 0C 20 6B 39 08 8A 2F 0B 20 03 E7 D1 0E FE 1B 42 19 0E 6F 44 01 A3 BE 2D 30 A6 92 2F 25 DA 24 FB F0 E8 03 E0 01 BE 08 C0 72 80 60  
1.523102e-03, 03 75 CC 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 0F BE 2E 94 46 EE B1 08 F7 43 29 68 A8 67 2E 20 B2 17 A4 A0 E8 E0 FF 8D 76 BF E5 06 01 B3 CB E0 98 4A A9 2A 36 91 84 16 46 D8 EF 69 F9 50 6B E0 E6 5F 4F 24 65 92 82 92 22 17 AA 4E 19 49 50 B6  
1.545329e-03, 03 75 CC C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF C1 FF D7 3A 79 21 8D C4 F4 49 B2 61 C9 4C 05 CC 49 E0 91 0A 33 D9 84 10 CA D3 FE 56 95 E3 0F 58 A6 AE D3 13 10 11 28 92 41 E9 EB 90 81 84 76 72 50 CA 1E A1 3A 07 FF BF F4 46 7A 4A 9E DF 55 45  
1.567230e-03, 03 75 CD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 49 36 29 02 88 1E 78 E5 5F 5E 36 42 0E 70 0D 4B 64 9E 78 8A 40 11 91 4C ED 5B 89 E8 9D 84 05 65 09 10 14 21 4E 6F 50 7A 26 75 F0 FF A2 C8 D2 78 F1 E6 52 35 93 A9 B4 80 26 78 93 C5 6A 9D 2A 69  
1.589447e-03, 03 75 CD 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 58 05 19 F0 24 F8 20 22 7F 45 2D 92 8B 5B 50 12 91 04 A8 6A 0C 09 BE 0D 1E FC D7 88 71 F5 FA 46 74 4A 21 7D FA 07 3C BF ED 9D 2F 23 A5 8C F8 9D A5 EB 16 21 C9 0E 94 88 05 5C AD 05 03 65 FC 18  
1.611665e-03, 03 75 CD 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E0 5F 1A 72 E9 D5 74 FC 16 91 23 79 80 67 EF AA 2F AB BA F5 F5 DE B4 25 27 E8 C0 F8 CA 95 2C 57 40 69 7A D1 4F CB 0A ED 4D 36 0F 28 E6 C1 0D 54 53 21 FC CB 45 2B 3D DA BA A5 EA CC 7A 12 F8 E9  
1.633882e-03, 03 75 CD C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF B9 DF 5C D5 4F C0 C8 3F B6 D1 8D 0F A5 25 A8 DF 94 EA 1D 8A 91 75 01 04 79 70 03 65 15 E1 2F A9 87 F5 58 9C D3 1D 99 7D BF A5 BE D5 E8 E9 F4 81 7F 09 BE 6B 56 A4 3D F8 40 49 BF A2 6E EE 12 20  
1.655783e-03, 03 75 CE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 89 06 37 50 4D 49 F8 7F FC BA 1E 13 52 D1 CC AC BE D6 F6 F5 98 FE 81 FD 44 72 0F 7A 49 53 49 F7 76 09 60 40 78 03 5F B5 09 FF 2D D1 F0 98 48 A9 C4 44 B4 1E 99 EE 1A 6D 7F 49 C9 A4 57 D5 55 5B  
1.677684e-03, 03 75 CE 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E8 DE 95 58 D4 A4 9D 5A D3 05 08 06 8D 77 E0 F2 51 F0 DF 1B 80 47 22 51 23 E1 51 95 A2 EB 51 6F 2D 25 44 A6 96 62 75 AA 25 B9 DF 28 20 28 03 D4 A8 59 56 B9 7D A3 C1 25 5B AA 0A 7E C9 2E 60 FA  
1.699902e-03, 03 75 CE 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 1E 9F AA A7 F6 F4 F3 02 5F F6 3A A0 82 48 81 AF 49 7B 55 74 8E 59 FC 42 12 96 85 BF DB 06 DE 7B D6 12 89 46 1E BC 6F D6 9B 21 92 54 A6 BF AB 12 01 C9 1A 94 05 FF AF 88 EF F7 B4 DA 64 D6 E3 01  
1.722119e-03, 03 75 CE C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 0B 91 C8 E7 6E 40 D1 62 4E EE 86 CB 7B 50 97 F6 49 E3 85 24 5B 7D 0C 7E CB 04 7E 7A 20 44 4E E7 1B BC 01 36 D4 6B 4B D2 0A 81 D2 26 06 BF 54 D5 B3 DE 22 9D 68 B9 03 6F 59 87 FF 0C 64 29 52 25  
1.744346e-03, 03 75 CF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF C8 E2 E0 97 DF A4 53 84 4B 5B C1 2F 57 24 54 92 E7 C1 AF AB BA 54 90 C9 22 22 3A 65 EC 00 36 25 E7 89 88 88 CA 53 B5 B8 65 10 5E 9A 95 2D 84 A8 20 CC FF 6F FF BF 78 06 DF B6 DF D6 F1 32 09 AF  
1.766572e-03, 03 75 CF 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E5 00 75 55 FC FF E2 55 FF BF 42 02 DB FE FF FF 49 92 24 69 24 49 92 24 92 24 49 92 FF FF 25 49 FF FF FF FF FF FF FF FF AA AA AA FE FF FF AB AA DF FC FF FF FF FF FF FF 0C C5 FF FF F8 FF FF CF  
1.788473e-03, 03 75 CF 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 69 49 06 00 FB FF 67 81 55 55 15 E9 C3 AA AA 50 31 64 00 80 D9 FF 13 06 03 00 FA EF F8 67 20 80 80 09 0E 00 DD 2B 00 B0 EA FF F3 97 12 B0 8A AA FF BF 28 5E FE FF BF FC 24 C2 7F 0F F2 2F FF 9F  
1.810374e-03, 03 75 CF C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF AF 0C E0 FF 40 18 FE 33 72 46 6C 00 AA 2A 5F 01 60 55 AC AA 05 04 56 00 F8 0A 00 AC 38 24 60 F5 4B 92 24 49 FF 9F FF 2F D9 EA 96 A8 65 A8 98 27 FF 21 59 1F 02 FE E5 FF C0 9C F3 16 05 E0 A8 00  
1.832274e-03, 03 75 D0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 00 40 92 24 FF EB E4 75 90 A3 DD FF FF 7F 4E 47 7C EF E2 FF 00 40 00 3A 00 D2 88 1B 48 2B 92 01 0A 00 60 FE F0 23 0D 4D FF FF CD D6 F8 FB 57 FF 1A F9 1C 00 FF F9 BF ED 23 60 E8 FB 24 C7 A8 6E  
1.854175e-03, 03 75 D0 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E2 D2 FB DB 28 20 32 A5 7E 12 0A 00 F9 DF 6B A2 8A 65 C4 7F B1 C7 01 80 1C FD FF D4 B0 63 63 40 FB B7 D0 42 40 65 94 DA 00 14 10 31 50 0C 52 04 FA CC 09 00 00 C4 FF 50 41 EC DB 00 9A CD AA 29  
1.876076e-03, 03 75 D0 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 99 D0 92 C1 B1 EF 77 1C B9 BA 32 3C C0 37 48 1F 0F C0 94 00 5F 59 03 00 C2 FE 03 3C 31 40 35 13 A8 33 58 87 B8 7A BF 4A E1 BD 62 01 0C 80 46 E4 46 26 2B 28 2B D9 00 00 08 80 7D ED 36 06 38 D3  
1.897977e-03, 03 75 D0 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 2D D4 0E 56 2F F6 24 64 1F B9 BA E2 07 10 83 D2 03 00 19 19 03 22 8C 79 A2 A9 C0 FE ED 60 B7 71 00 72 EC 42 00 55 EC B3 19 C9 CE 62 A0 07 00 30 2C 4D 1A AC F5 1F 10 61 B3 6A 26 F0 86 0E C2 8E  
1.919878e-03, 03 75 D1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4B 13 BE 3F 84 46 1C 14 A6 01 C4 A0 D2 00 C0 44 7F 01 9D 62 10 4D 63 5E 72 B0 B3 31 97 90 D5 50 75 45 EA D8 E9 40 32 B2 98 D0 68 04 1B 8B 19 00 AA A9 5E 9F D0 09 3B CE FB 12 72 B9 EF 95 64 1D  
1.941778e-03, 03 75 D1 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 28 55 23 0A A5 61 00 31 09 90 C8 12 AA 59 E8 FA 10 76 1B 03 BE 6F 16 EA 47 96 08 91 A4 83 C8 08 C8 24 80 38 F3 95 0B 80 81 EB 23 60 36 8A 68 1E 0B 24 09 D5 FD 1F 21 97 88 5A BC 90 00 20 32 82  
