"Tektronix MDO34, version v1.4.26, serial number C017180"
"Bus Definition: SPI"
 Time, MOSI, MISO
1.963679e-03, 03 75 D1 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 07 AE A0 4A 66 03 3C 99 04 B6 BE 37 76 38 EB 66 FE 1B EA 10 46 62 4B 14 1A 5A 41 12 89 06 00 3E E3 13 30 91 1B 45 1B 75 34 94 24 7D EC B3 40 D2 FA 59 52 86 45 E0 1B 71 D2 38 74 0E 06 38 BD F2  
1.985580e-03, 03 75 D1 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF CD 08 68 FD 08 2B 1C C7 46 0E 17 EA 24 DC F8 7E 45 2B 48 5A 91 01 9D 4C D6 53 64 8A CE A2 A6 59 43 89 84 1D 05 E7 F7 5F 8A C4 B9 C4 63 52 26 E1 2C 6A D6 6F 15 76 1B 45 9F 91 3B D4 77 8B 99 B2  
2.007481e-03, 03 75 D2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 12 74 23 14 32 14 CE A2 31 56 04 70 02 AC 3F C1 8A 43 BA 19 EF A1 44 C2 89 80 ED EF B0 91 70 6D 0D 77 A8 03 29 56 01 1B 51 AC 3F A1 B0 DB 38 BA 39 B0 A1 AE 5B DF 27 19 48 33 12 69 36 8D 64 73  
2.029382e-03, 03 75 D2 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF AE BE 1B 53 71 1C 6B 26 7B 28 49 78 A5 68 FF 7E 82 8D 84 9B 8D C6 6B 68 78 8C F5 81 99 C0 EA 53 B0 8E E3 B4 F0 EF A1 A3 BB C5 B0 01 52 34 92 68 46 13 D9 1C 6C C6 44 C0 A6 59 D5 47 24 AC 3A AB  
2.051282e-03, 03 75 D2 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 94 1C 3E 94 52 A1 99 FD 40 23 E9 EC 03 C1 28 8A D1 00 00 47 B5 EA 77 63 D8 71 9C 36 49 7B E8 60 72 CD FE 51 E1 4A BA 5B B6 0D 67 51 0F B1 31 56 B3 6E 0E AA 7C E8 85 BD B4 2D C3 3F C8 07 8D 04  
2.073183e-03, 03 75 D2 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 38 1A 9F 76 83 29 E6 02 58 A3 52 FC DE 52 87 E3 7E 4E BE 87 D5 A4 70 CD 86 C8 56 D2 6B A6 F9 B0 2E A6 BE 1B 61 15 E7 70 C3 3F 44 5B 1A 09 AF 3D 46 E7 91 0F 31 C5 01 8D 20 75 08 8E E7 38 DE 4C  
2.095084e-03, 03 75 D3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 5C 44 6F 61 37 FB 2C A0 49 B7 4B 27 A7 1D 2A 5C 56 01 1C 8D 22 3E 47 33 71 9C 36 8D F8 D0 66 58 9E FD 9C 1C A4 67 BF E4 6F D1 86 8C 5F B1 6A 1B CE CD 8D F8 D1 4B D8 3B C4 02 FE 16 71 25 9D 5F  
2.116985e-03, 03 75 D3 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF CD A6 B3 48 27 42 33 01 AA A6 46 7D D1 66 58 75 67 3F 29 17 E1 76 69 E5 0E 11 25 2B 23 6E F3 75 88 CF C9 14 DF 71 9C 0B 0F 46 74 C3 5D C9 19 F0 8F B3 C8 B0 A6 12 1A 0D E6 78 7A 37 16 56 75 EA  
2.139211e-03, 03 75 D3 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 71 B2 44 D4 29 0E DA F7 5A 89 E7 76 E1 B4 45 27 71 B6 22 A3 04 0E 7F A3 7B C7 69 D3 F8 33 D1 0D FD 62 95 0F A4 B8 92 9D 53 6D E3 79 4E BF C1 14 55 C7 B9 E9 83 11 BD 86 12 DE 39 FC B2 45 4E B2  
2.161112e-03, 03 75 D3 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 25 91 D1 D8 D1 74 48 31 B0 7B 8A 73 CA 10 51 BA B9 68 9F 2F 38 93 CE 30 9B 4D B7 A8 6B 20 B4 15 C9 99 80 E1 F4 C3 4A C7 51 05 FE 4C C9 4A F4 87 34 CD 22 15 BF 62 2A 6D 22 37 95 E9 BF CD B0 7B  
2.183013e-03, 03 75 D4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4F 0C 1C 0D 48 E1 4C BA 10 99 4D B7 E9 39 11 9A A3 C4 99 20 89 5E C3 AB DA CF CA C1 38 C3 FC 59 79 F4 CB 4C AC B8 4D B6 2F FC CC 66 EC 3C EB A6 65 99 68 33 B9 69 9F 25 33 C1 DA 30 6C BE 8A 8A  
2.204914e-03, 03 75 D4 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 98 62 F5 D1 73 A1 F0 31 86 53 47 89 87 3F 15 BD 2F 33 F1 D1 36 B2 08 49 77 67 42 6C 27 67 82 24 E8 38 EC 1E 78 81 7F 9C 5C 1F A3 03 DB 22 D5 99 CE 8C DB 5C DC 74 D2 77 D7 B0 E2 89 1A F8 A5 A2  
2.226814e-03, 03 75 D4 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4C B8 61 E4 70 89 AC CB 38 B3 93 D9 1C 48 9F E9 0C BB 47 EB E2 1F 27 CA E1 4E 70 06 0D 6B F3 48 65 E3 CC B8 91 9B 46 BA F2 1C AD 3C 93 AB F6 D3 CB 4C 2E 24 CC A6 7B 94 05 53 6C 9C 71 2E 0E 7E  
2.249041e-03, 03 75 D4 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 3D 54 EA 28 4E 23 B7 E8 79 20 57 FB 8D 3B E9 86 66 53 69 1E FC AF D9 CE 38 39 13 18 11 6D 87 FB B3 F6 F3 32 99 50 2F 93 E7 EB E8 96 16 08 6D 1C 53 9C 36 F8 2B 7A 0F FD B8 85 F8 07 E6 91 31 27  
2.270942e-03, 03 75 D5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 6A 32 1B D4 8E A2 73 67 62 C5 B3 72 2E 4B 44 07 CC D7 3E 0B CB 4C E8 76 E3 70 1D 4D BE E5 A3 AD D1 0D 0B 08 AF 61 55 47 83 E0 CF 45 04 CB 18 85 75 1E 39 EE B3 8C 66 53 89 7E B2 19 D8 3D 52 A7  
2.292842e-03, 03 75 D5 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF FB 24 EC 80 57 99 39 DF 8F 66 D9 49 8D 66 23 6D 0C FC AF 59 F2 44 72 16 AF 17 1D B1 CB D8 45 F0 B2 EE 44 6E 33 8E C3 3D 1E 7A CA 47 D8 3D 4A 1C 99 8E DF 7B 49 2C 3B C1 99 0D 69 33 D0 B9 33 31  
2.314743e-03, 03 75 D5 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E5 59 39 87 63 45 1B 62 30 B6 9F 98 10 EE 98 06 9C ED D1 3A 96 06 00 34 01 9F E2 71 A3 04 A7 05 B9 A8 88 DD B6 EF E3 E5 24 F6 99 5D 9B 49 2F EC 9C AD E3 44 74 C0 8F 6C C4 CA E3 E5 88 7F 8C 5A  
2.336644e-03, 03 75 D5 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 49 87 82 FB B3 E1 E0 0E 80 EE 35 33 7F 22 39 0B 27 A3 F7 B0 CF D8 51 F0 2D EC 24 72 71 A2 CD 24 25 1D 67 D6 94 38 0D E8 A8 90 48 79 4C C1 3F BF C2 2D A3 81 78 1D 59 87 59 D3 92 E1 72 1E 3F CF  
2.358545e-03, 03 75 D6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF A8 88 F5 B3 9F 2F CC CB 43 B1 F9 81 88 33 49 0B D3 01 1A 0E 7C 2E F1 38 1E 25 4E 0B 65 D0 22 56 8D 5D 04 7F 59 87 02 39 8E 03 65 24 FE DB 38 B3 9F 95 D3 7C E2 97 21 56 BA 64 8C 23 4D D2 CA 50  
2.380446e-03, 03 75 D6 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF CC CC 86 C3 17 F4 BC D7 2F 8F A2 38 CC 9F 51 13 70 8E E0 CF CE 24 EB 52 CA BC 71 7C B4 9E 47 3A 21 D6 8F EE 80 A6 32 5A D6 BC ED B3 0C 05 EE 67 70 B8 49 AB 9E 5B 5B C1 5F C5 B9 F0 CF D4 42 56  
2.402346e-03, 03 75 D6 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF F5 FA BB EC A5 70 85 D9 E7 73 93 D6 39 DB 80 0D 2C EC 1E D2 C9 EA 73 EA E1 7F 99 0A 18 8A B8 77 3A B8 41 42 21 9D 33 EB B3 E2 F4 CE 73 D4 C4 EB 9E 91 19 FC 5D B2 4B E1 62 14 1C BF 9D F7 36 67  
2.424247e-03, 03 75 D6 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 7D 5C 9D 05 DB A8 85 58 46 8B 33 F8 00 2C A5 9B 3A 5E 49 1A CE 73 67 DE 1F 27 4E 53 19 65 89 25 DE 7E 35 E7 14 E8 6B 76 E7 7B A5 B7 9B B5 14 0C C5 E9 DC 77 B5 10 2B 60 48 99 ED 19 CC 3A 6F 9F  
2.446148e-03, 03 75 D7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 84 A1 C8 FD 9C DF 3D DA D3 2C 01 34 9D 83 FB 4F C8 AA 7A 4E 6C FB A5 54 89 7F FD BD 14 89 3B B3 70 8F 9E 34 01 9C 4D C7 FE DB 9C 65 C3 DE BC DC 54 C8 22 9E 6C F3 15 A5 60 3F 9B 6C 1C 65 2E 66  
2.468374e-03, 03 75 D7 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E8 3A 91 96 E6 63 2D BA 8A 8D 80 CC B6 6A FF 61 DA 39 14 67 4A D9 C7 AB 50 D8 6E 52 61 3F A3 00 3B F3 A4 5C 41 AC 13 88 5B B2 8E 56 D9 13 8C A6 DA 77 96 CD 3A 77 9C 26 D4 E6 90 55 1B 5B BF 92  
2.490592e-03, 03 75 D7 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF FB 19 07 00 E6 84 C4 1A 9D 08 4C 5E 1D 9D 80 72 91 8A A6 53 EF 28 1D 4B EC 4D C5 B3 A9 CA 29 08 42 1B EC 63 4D 36 B6 93 37 AF B2 9F A1 40 DB 31 6F 75 F4 64 0E 50 20 9A F6 5F A5 D8 C7 71 2E 2B  
2.512493e-03, 03 75 D7 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF B2 8F 55 3A 5B BD A2 94 9F 39 00 0C 99 52 28 B3 13 79 B9 95 AB A2 15 A8 A4 A2 E9 96 FB EF 32 F6 27 7B D3 04 EC 58 51 39 6C 27 A4 36 F6 13 07 C0 DA 99 E3 84 C0 32 9D 40 AA A3 AD 00 3B 32 D1 3C  
2.534394e-03, 03 75 D8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 5F 0F B1 14 29 04 DB 34 4A 1F 49 C7 8D AD 5E 51 E4 B4 9F AC 69 65 46 58 07 0A 85 12 34 7E 8A E8 91 1F B0 48 AD E7 2E 97 11 6E 2A 5B EC 63 BD 4E F5 4A 52 1B 1C 00 6C 6C 26 D3 DA 4F 5E EE 64 76  
2.556294e-03, 03 75 D8 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D1 AC 09 24 D1 FC 4C B5 9B 14 9B 32 BD 69 B3 FE 63 55 3B 87 3B 29 85 EC 6D 3F D9 65 A1 9B 79 4E 9E A6 13 79 4C C7 50 8F 49 B1 23 90 8B E6 EA 3F C7 EA 4E 71 AD 24 95 61 03 80 8D ED 05 72 FB 89  
2.578195e-03, 03 75 D8 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF A0 8C CC CE C3 60 81 4E C9 74 A8 45 65 69 C0 02 AA EF 24 93 E5 9C 6D 3E 52 B7 F1 14 19 F6 9E 94 89 04 F7 73 CB AC 4C 9A B4 04 9D 48 22 9A 1F 75 F7 15 1B 04 73 D9 42 7D E3 1C 03 5B A9 15 74 BC  
2.600096e-03, 03 75 D8 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 36 B6 76 25 DC 4F 1C 80 83 CC 20 71 A8 FC 13 08 B7 54 8B 66 62 4F BE 4C CF D3 7F 90 A8 9C C2 36 49 29 7D BC CF 35 1B FB 66 96 D0 DC E8 44 4A E4 EF A2 0D 93 82 E2 65 BA 67 91 F4 7A BE F9 30 7D  
2.621998e-03, 03 75 D9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 6D BC 1D E7 B7 92 54 A4 51 00 1C F6 A2 44 74 3F 88 8C 95 59 A8 A2 25 12 ED 02 D1 7C 91 BE F3 8A A0 8D B9 6C 78 A3 6E CE A4 D4 04 DB 00 B0 AF F7 40 76 3F 51 C0 8C 49 92 57 D0 89 B4 D3 31 51 45  
2.643898e-03, 03 75 D9 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF DD D8 95 2F 37 CF D1 77 7F BC E6 9C F6 76 45 69 08 EF E7 32 02 E1 32 57 A1 23 94 7E D2 65 FE CF EF FB 3A 82 D6 5C 21 FA EF 38 C5 C0 5A 49 48 1F 0A 00 1B FB 4D 29 EF 27 91 16 78 CC 7E D1 D5 3F  
2.665798e-03, 03 75 D9 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 94 2F D3 31 77 16 C8 D7 DF 4C 2C D0 E3 A9 CA 29 A7 A4 26 6C FB A9 8C BD 99 AB 64 D6 9B 44 CC 4C F3 22 3A 89 B1 27 5C C6 DE 9F F7 B8 DE 71 0A 6F 23 A4 DC 36 28 00 6C EC 51 26 BE 9F 91 B3 C8 0C  
2.687699e-03, 03 75 D9 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D1 2E 09 37 0A 97 F9 7E 1D F7 35 1E 6E CD D3 F3 78 8F 53 0C 21 49 4D DC 00 B0 AF 97 8D FC 7E A2 27 50 2E 73 1F 1A 22 F1 C2 65 BA E5 FC D7 7D CD AC B9 C4 E2 7D AC 33 E7 EC 23 25 29 F4 DF 4F 65  
2.709600e-03, 03 75 DA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E0 31 D3 29 4B FD 44 5A 5D A6 EF 45 FF B8 AF 2B 0D 6D DE 9B 1B 2F EB A6 3B 4A 6A 72 FE 54 DB D7 F1 A7 50 01 89 C4 D4 8C F3 45 9E B6 7C 28 5B E6 77 16 6F 98 71 6B 9E 9A BB 58 69 4E 97 52 92 72  
2.731501e-03, 03 75 DA 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 51 00 B6 87 B6 B2 80 3F 4D E0 2C 32 3F E4 8F B2 A6 CB 74 8B FC DB BE 8C 67 CD CB C2 89 1B EF 38 1C FB 20 A9 81 3F 41 00 32 E2 27 15 DC 44 62 E8 FC 7D C8 59 25 C4 44 CB FB F2 AF EB 9B 35 A4 B9  
2.753402e-03, 03 75 DA 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF B9 5D 3C AD B0 97 29 09 C9 C0 9F E9 A4 45 46 E6 96 45 B4 09 4C C7 EC 43 BA 2D 77 BC 79 5A EE 59 EF 38 C5 AD 51 D2 12 1B 14 00 36 F6 88 75 E0 4F 31 F5 18 EF 91 AF 6D 12 D9 32 1E 17 87 68 5F 86  
2.775302e-03, 03 75 DA C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 6D 67 3E 2A 67 BC D6 CD 7A 97 92 94 27 08 00 FB C6 96 4A F0 B2 09 AC 45 31 FA 90 A3 CB 96 0D E3 04 E5 1F D7 36 3F 3C 73 5A C2 36 FE 4C C6 3E 4A 9F DC 0A FE 88 99 8D 71 D9 8A E0 92 0C E3 71 0E  
2.797203e-03, 03 75 DB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF D9 86 3B 13 33 49 92 7F 3E 75 53 58 4C 52 AA 2E 00 EC EB 4D 8A C1 9F 28 CD 30 E6 91 6E 82 4D A0 32 FD 2E 12 64 BB 7C D1 F9 88 BC C3 78 DF E6 AC 10 A4 35 B1 CF 64 EC 95 8C 6D E5 E0 36 91 08 7B  
2.819104e-03, 03 75 DB 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 25 1F 32 18 99 82 61 FC 1E F7 AE 72 60 67 2E B1 64 FC 6D D6 D8 E7 49 4B 7F A2 00 DC 98 4F B0 07 35 81 B6 C4 66 90 B7 C9 23 B9 30 FD F8 97 7D 69 94 51 53 ED DA C5 2B DD EB 5D 4A D2 9F 28 00 EC  
2.841005e-03, 03 75 DB 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 18 5F 2B C2 6C 22 2D F5 BE CD 90 AF B6 EC 92 65 DD B8 67 D1 C7 14 3B D3 D2 1A BB D8 37 19 DB 51 B5 04 97 F0 9A C0 7B 8C 9E 48 9A E4 E4 C2 78 8B 3B EB 4B 4E A6 44 AD C5 5E EB A6 68 97 92 94 2E  
2.863222e-03, 03 75 DB C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 08 00 FB 7A B0 45 E1 2F A2 A5 1E A3 1E 32 96 4D AC D9 32 5E 56 FC C3 B6 DB 14 AC E9 28 21 6D EC F8 8B 8C AD 8C EF 97 57 0C 9B C0 7B 99 8F 07 B9 5A 2D D3 60 33 D5 89 7F A9 9A 25 B0 D2 12 76 F1  
2.885123e-03, 03 75 DC 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF EE EB 55 0A 0B 7F 51 00 76 18 87 AF 3E 5B 22 2F 5B F2 20 D3 96 31 18 A6 11 F7 2C D9 36 05 67 3A 55 36 31 F9 87 4D A1 A4 E4 18 FE 22 88 8F 31 86 87 8C 61 13 48 2C CC BF EF AA 2D BB 33 29 B1 0C  
2.907024e-03, 03 75 DC 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E2 B7 4D 22 4D 29 C9 E4 FC A5 81 8D A3 1C C9 34 4B A4 C5 1E 1D E4 2C 62 D9 62 65 FE 59 F8 77 6D BA 11 3B D3 9F 94 6C DC 2F B2 7D ED C6 2A C6 E1 86 4D 20 3E DD 92 17 32 B5 6C A9 30 5D 10 FE 65  
